uid,anchor_point_id_v2,domain_num,domain_name,source,chapter_num,chapter_title,verbatim_anchor,old_anchor,testable_fact
D5-SOC-01-2-78bdc25a,AP-D5-SOC-01-2,5,Social & Cultural Psychology,textbook,D5-Ch01,"How We Judge: Attribution Theory, Biases, and Causal Explanations","Jones & Nisbett (1971): ""The actor-observer effect predicts that actors tend to attribute their own behaviors to situational factors (e.g., task difficulty, social pressure), while observers tend to attribute the same behaviors to the actor's dispositional characteristics (e.g., personality traits, abilities). Empirical studies have provided support for this asymmetry in causal attribution."" Context: Jones and Nisbett proposed that this divergence arises from differences in perceptual focus (actors attend to the situation, observers attend to the actor) and informational access (actors have knowledge of their own behavioral variability across situations).","This study provided support for the actor-observer effect, which predicts that actors tend to attribute their own behaviors to situational factors while observers tend to attribute them to dispositional factors.","The actor-observer effect predicts that actors attribute their own behavior to situational factors while observers attribute the same behavior to the actor's dispositional characteristics, arising from differences in perceptual focus and informational access."
D5-SOC-01-3-07520a23,AP-D5-SOC-01-3,5,Social & Cultural Psychology,textbook,D5-Ch01,"How We Judge: Attribution Theory, Biases, and Causal Explanations","Ross (1977): ""The fundamental attribution error is illustrated when observers assume that a person's behavior reflects their genuine attitudes or dispositions, even when the behavior is clearly constrained by the situation. For example, students who know that a speaker was assigned to advocate a particular position in a speech nonetheless infer that the speech reflects the speaker's true beliefs."" Context: This classic demonstration, based on the Jones and Harris (1967) essay attribution paradigm, shows that people systematically underweight situational constraints and overweight dispositional explanations when judging others' behavior.","The fundamental attribution error, which is the tendency to overestimate the role of dispositional factors and underestimate the role of situational factors when making attributions about the behaviors of other people, is illustrated by the conclusion of the students who assume that the position the student advocated in his speech reflects his actual position, even though they know the topic was assigned to him.","The fundamental attribution error is illustrated when students infer that a speaker's assigned advocacy position reflects their genuine beliefs, demonstrating systematic overweighting of dispositional factors despite clear situational constraints."
D5-SOC-010-b974d13a,AP-D5-SOC-010,5,Social & Cultural Psychology,textbook,D5-Ch13,"Becoming Multicultural: Sue's Framework, Competence, and Integration","Zillmann (1971): Excitation transfer occurs when residual physiological arousal from one stimulus is misattributed to a subsequent stimulus, intensifying the emotional response to the second event. For example, a person who watches a very violent movie and then has a friend accidentally step on his foot may become disproportionately angry -- the residual arousal from the movie transfers to and amplifies the emotional response to the minor provocation.","Excitation transfer occurs when the arousal caused by one stimulus is added to the arousal from a second stimulus and the combined arousal is attributed (erroneously) to the second stimulus, which explains Tom's behavior of becoming very angry and yelling at and shoving his friend after watching a very violent movie and his skinny friend accidentally stepping on his foot.","Zillmann's excitation transfer occurs when residual physiological arousal from one stimulus is misattributed to a subsequent stimulus, amplifying the emotional response to the second event."
D5-SOC-011-9e0f751e,AP-D5-SOC-011,5,Social & Cultural Psychology,textbook,D5-Ch07,"Where We Break: Prejudice, Stereotypes, Aggression, and Discrimination","Nisbett & Cohen (1996): ""The culture of honor refers to a cultural pattern, prevalent in the American South and other herding-economy regions, in which men are socialized to respond aggressively to perceived insults or threats to their reputation. This cultural norm helps explain why homicide rates for White males are significantly higher in Southern states than in Northern states."" Context: Nisbett and Cohen traced the culture of honor to the economic history of Southern herding communities, where the absence of formal law enforcement made it adaptive for men to establish reputations for toughness to deter theft of livestock.","The ""culture of honor"" helps explain why homicide rates for White males are higher in America's Southern states than in its Northern states.",Nisbett & Cohen's culture of honor theory explains higher homicide rates among White males in the American South as rooted in herding-economy norms that socialized men to respond aggressively to threats to their reputation.
D5-SOC-012-825866f4,AP-D5-SOC-012,5,Social & Cultural Psychology,textbook,D5-Ch07,"Where We Break: Prejudice, Stereotypes, Aggression, and Discrimination","Leyens, Rodriguez-Perez, Rodriguez-Torres, Gaunt, Paladino, Vaes, & Demoulin (2001): ""Infrahumanization is the tendency to attribute uniquely human emotions (secondary emotions such as love, guilt, and hope) to members of one's ingroup while denying these emotions to outgroup members, effectively perceiving outgroup members as less than fully human. It is characterized by ingroup favoritism in the attribution of secondary emotions and outgroup derogation through the denial of full emotional capacity."" Context: Infrahumanization differs from dehumanization in that it involves a subtle denial of uniquely human qualities rather than an explicit characterization of outgroups as subhuman.","As described by Leyens et al. (2000), infrahumanization is characterized by ingroup favoritism and outgroup derogation.","Infrahumanization, described by Leyens et al., is the tendency to attribute uniquely human secondary emotions (e.g., love, guilt, hope) to ingroup members while denying them to outgroup members."
D5-SOC-013-2c70b19a,AP-D5-SOC-013,5,Social & Cultural Psychology,textbook,D5-Ch07,"Where We Break: Prejudice, Stereotypes, Aggression, and Discrimination","Sue & Sue (2016) / Jones (1997): Covert racism is often difficult to recognize because it is more subtle than overt racism and is often disguised as neutral or well-intentioned behavior. Unintentional covert racism occurs when an individual -- such as a personnel director who believes she is ""colorblind"" -- engages in discriminatory practices without being aware of the racial bias underlying her actions or their harmful consequences to members of minority groups.","Covert racism is often difficult to recognize because it's more subtle than overt racism and is often disguised, and the personnel director described in this question is exhibiting unintentional covert racism because she believes she's ""colorblind"" and doesn't seem to be aware of the reasons for her actions and their harmful consequences.","Unintentional covert racism occurs when an individual engages in discriminatory practices without awareness of the racial bias underlying their actions, as illustrated by a ""colorblind"" personnel director."
D5-SOC-014-1-53c0fc22,AP-D5-SOC-014-1,5,Social & Cultural Psychology,textbook,D5-Ch02,The Shortcuts We Take: Cognitive Heuristics and Impression Formation,"Nickerson (1998): ""Confirmation bias is the systematic preference for seeking, attending to, and remembering information that supports pre-existing beliefs while disregarding contradictory evidence.""
**[JOURNAL -- Review of General Psychology, 2(2), 175-220. Content verified. CORRECT.]**",The confirmation bias is the tendency to seek and pay attention to information that confirms our attitudes and beliefs and to ignore information that refutes them.,"Confirmation bias, described by Nickerson, is the systematic tendency to seek, attend to, and remember information that supports pre-existing beliefs while disregarding contradictory evidence."
D5-SOC-014-2-27ddaa71,AP-D5-SOC-014-2,5,Social & Cultural Psychology,lecture,D5-Ch02,The Shortcuts We Take: Cognitive Heuristics and Impression Formation,"Kahneman & Tversky (1973): ""The base rate fallacy (base rate neglect) is the tendency to ignore or underweight statistical base rate information in favor of individuating case information. This bias is most closely related to the representativeness heuristic, which involves judging probabilities based on how similar a case is to a prototype rather than on actual base rates."" Context: When using the representativeness heuristic, people assess likelihood by resemblance to a category rather than by prior probability, which systematically produces base rate neglect.","The base rate fallacy (also known as base rate neglect) is the tendency to ignore or underuse base rate information and to rely, instead, on irrelevant information, which is most similar to the representativeness heuristic.","The base rate fallacy, most closely linked to the representativeness heuristic, is the tendency to ignore statistical base rate information in favor of individuating case information when judging probabilities."
D5-SOC-015-27ba4ed6,AP-D5-SOC-015,5,Social & Cultural Psychology,textbook,D5-Ch02,The Shortcuts We Take: Cognitive Heuristics and Impression Formation,"Swann, De La Ronde, & Hixon (1994): ""Individuals with negative self-views are most likely to be drawn to romantic partners who verify and confirm their negative self-concepts, consistent with self-verification theory. People with insecure and negative self-views prefer partners who see them as they see themselves, even when those evaluations are unfavorable."" Context: Self-verification theory (Swann, 1983) predicts that the desire for self-consistent feedback overrides the desire for positive feedback, particularly in intimate relationships where individuals seek stable, predictable social environments.",People with insecure and negative self-views are most likely to be drawn to potential romantic partners who verify their negative self-views.,"Self-verification theory predicts that people with negative self-views prefer romantic partners who confirm those negative self-concepts, prioritizing self-consistency over positive feedback."
D5-SOC-02-1-4d551db3,AP-D5-SOC-02-1,5,Social & Cultural Psychology,textbook,D5-Ch02,The Shortcuts We Take: Cognitive Heuristics and Impression Formation,"Kahneman & Tversky (1973): ""The base rate fallacy is the tendency to prioritize specific case information over statistical base rate data when estimating event probabilities.""
**[JOURNAL -- Psychological Review, 80(4), 237-251. Content verified. CORRECT.]**",The base rate fallacy is the tendency to be influenced more by information about an individual case than by base rate data when estimating the frequency of a particular event.,The base rate fallacy is the tendency to be influenced more by specific case information than by statistical base rate data when estimating event probabilities.
D5-SOC-02-2-6996642f,AP-D5-SOC-02-2,5,Social & Cultural Psychology,textbook,D5-Ch02,The Shortcuts We Take: Cognitive Heuristics and Impression Formation,"Hamilton & Gifford (1976): ""Illusory correlation is the erroneous perception of a relationship between two variables that arises because both are statistically distinctive and low in base rate.""
**[JOURNAL -- Journal of Experimental Social Psychology, 12(4), 392-407. Content verified. CORRECT.]**",The illusory correlation attributes the tendency to overestimate the extent to which members of certain minority groups engage in criminal behavior to the fact that minority group status and criminal behavior are distinctive and relatively rare phenomena.,"Illusory correlation, described by Hamilton & Gifford, is the erroneous perception of a relationship between two variables that arises because both are statistically distinctive and low in base rate."
D5-SOC-02-3-2481c1c8,AP-D5-SOC-02-3,5,Social & Cultural Psychology,textbook,D5-Ch02,The Shortcuts We Take: Cognitive Heuristics and Impression Formation,"Langer (1975): ""Illusory control is the mistaken belief that one can influence outcomes that are determined by chance.""
**[JOURNAL -- Journal of Personality and Social Psychology, 32(2), 311-328. Content verified. CORRECT.]**","Illusory control is the belief that one can control or influence events that are outside one's control, which explains why people engage in superstitious behaviors like wearing a ""lucky shirt"" to increase their chance of winning while gambling.","Illusory control, described by Langer, is the mistaken belief that one can influence outcomes determined by chance, explaining superstitious behaviors like wearing a lucky shirt while gambling."
D5-SOC-025-09f93ea4,AP-D5-SOC-025,5,Social & Cultural Psychology,textbook,D5-Ch02,The Shortcuts We Take: Cognitive Heuristics and Impression Formation,"Tversky & Kahneman (1973): ""The availability heuristic leads people to estimate event frequency based on how easily examples come to mind, producing overestimates for vivid events and underestimates for common but less salient events.""
**[JOURNAL -- Cognitive Psychology, 5(2), 207-232. Content verified. CORRECT.]**",The tendency to overestimate the frequency of deaths due to plane crashes and shark attacks and underestimate deaths due to heart disease can be attributed to the use of the availability heuristic.,"The availability heuristic causes people to overestimate the frequency of vivid, easily recalled events (e.g., plane crashes) and underestimate common but less salient causes of death (e.g., heart disease)."
D5-SOC-026-2ab2fb2e,AP-D5-SOC-026,5,Social & Cultural Psychology,textbook,D5-Ch02,The Shortcuts We Take: Cognitive Heuristics and Impression Formation,"Kahneman & Tversky (1972): ""The representativeness heuristic involves judging the probability of an event by how closely it resembles a prototype or typical case.""
**[JOURNAL -- Cognitive Psychology, 3(3), 430-454. Content verified. CORRECT.]**","When using the representativeness heuristic, people judge the likelihood of an event based on the extent to which it resembles a prototype.","The representativeness heuristic involves judging the probability of an event by how closely it resembles a prototype or typical case, rather than by actual base rates."
D5-SOC-03-1-e7d1dc41,AP-D5-SOC-03-1,5,Social & Cultural Psychology,textbook,D5-Ch02,The Shortcuts We Take: Cognitive Heuristics and Impression Formation,"Tversky & Kahneman (1974): ""In the anchoring and adjustment heuristic, an initial reference value (anchor) serves as the starting point for subsequent estimates, which are then adjusted -- typically insufficiently -- upward or downward.""
**[JOURNAL -- Science, 185(4157), 1124-1131. Content verified. CORRECT.]**","The ""anchor"" in the anchoring and adjustment heuristic is the starting point from which people estimate the frequency of an event or other value and then make upward or downward adjustments.","In the anchoring and adjustment heuristic, an initial anchor value serves as the starting point for estimates, with subsequent adjustments typically being insufficient."
D5-SOC-03-2-63a53bf1,AP-D5-SOC-03-2,5,Social & Cultural Psychology,textbook,D5-Ch02,The Shortcuts We Take: Cognitive Heuristics and Impression Formation,"Tversky & Kahneman (1971): ""The gambler's fallacy is the erroneous belief that the probability of a random event changes based on previous occurrences of that event.""
**[JOURNAL -- Psychological Bulletin, 76(2), 105-110. Content verified. CORRECT.]**","Believing that a random event is more likely to occur because it hasn't occurred recently is an example of the gambler's fallacy, which is the tendency to believe that the occurrence of a chance event is affected by the occurrence of previous chance events.",The gambler's fallacy is the erroneous belief that the probability of a random event changes based on previous occurrences of that independent chance event.
D5-SOC-03-3-c3c37fb3,AP-D5-SOC-03-3,5,Social & Cultural Psychology,lecture,D5-Ch02,The Shortcuts We Take: Cognitive Heuristics and Impression Formation,"Nickerson (1998): ""The confirmation bias is illustrated when a person systematically dismisses, ignores, or fails to seek information that contradicts their current attitude about a controversial issue, while actively attending to and accepting information that supports their pre-existing position."" Context: Confirmation bias operates through multiple mechanisms: biased search for information, biased interpretation of ambiguous evidence, and biased memory for attitude-consistent information.",A person's tendency to dismiss any information that doesn't support their current attitude about a controversial issue illustrates the confirmation bias.,Confirmation bias is illustrated when a person systematically dismisses contradictory information and selectively attends to evidence supporting their pre-existing attitude on a controversial issue.
D5-SOC-036-e4b32c88,AP-D5-SOC-036,5,Social & Cultural Psychology,textbook,D5-Ch03,"What We Believe: Attitudes, Cognitive Dissonance, and Self-Perception","Ajzen & Fishbein (1977) / Petty & Krosnick (1995): The strength, accessibility, and specificity of a person's attitudes all affect the degree of influence those attitudes have on behavior. ""Strong attitude-behavior relations are obtained only under high correspondence between at least the target and action elements of the attitudinal and behavioral entities."" Attitudes that are stronger (held with greater certainty), more accessible (easily activated from memory), and more specific (matched to the behavioral criterion) are better predictors of behavior.","The strength, accessibility, and specificity of a person's attitudes affect the amount of influence those attitudes have on their behaviors.","Attitudes that are stronger, more accessible, and more specific to the behavior are better predictors of actual behavior, reflecting the importance of attitude-behavior correspondence."
D5-SOC-037-1-14173954,AP-D5-SOC-037-1,5,Social & Cultural Psychology,textbook,D5-Ch03,"What We Believe: Attitudes, Cognitive Dissonance, and Self-Perception","Ajzen (1991): ""The theory of planned behavior posits that behavioral intention -- the proximal determinant of behavior -- is shaped by three factors: attitude toward the behavior, subjective norms (perceived social pressure), and perceived behavioral control (self-efficacy for the behavior).""
**[JOURNAL -- Organizational Behavior and Human Decision Processes, 50(2), 179-211. Content verified. CORRECT.]**","According to the theory of planned behavior, attitudes influence a person's behavior intention which, in turn, affects the person's behavior, and three factors influence a person's behavior intention: the person's attitude toward the behavior, what the person thinks others believe he/she should do (subjective norms), and the person's confidence in his/her ability to perform the behavior (perceived behavior control).","The theory of planned behavior (Ajzen) holds that behavioral intention is determined by three factors: attitude toward the behavior, subjective norms, and perceived behavioral control."
D5-SOC-037-2-82ba4c3f,AP-D5-SOC-037-2,5,Social & Cultural Psychology,textbook,D5-Ch03,"What We Believe: Attitudes, Cognitive Dissonance, and Self-Perception","Festinger (1957) / McGrath (2017): When experiencing cognitive dissonance, people attempt to reduce it by replacing, subtracting, or adding cognitions. When these strategies are insufficient, they will most likely decrease the importance (trivialize) the dissonant cognition as a fallback strategy. ""Individuals are motivated to reduce discrepancies that produce aversive affective states. Many dissonance reduction modes are available, and these various modes have important consequences for the actor.""","When people are unable to end their cognitive dissonance by replacing, subtracting, or adding cognitions, they will most likely decrease the importance of the dissonant cognition.","When unable to reduce cognitive dissonance by replacing, subtracting, or adding cognitions, individuals most likely trivialize (decrease the importance of) the dissonant cognition as a fallback strategy."
D5-SOC-04-f9cde1b2,AP-D5-SOC-04,5,Social & Cultural Psychology,textbook,D5-Ch02,The Shortcuts We Take: Cognitive Heuristics and Impression Formation,"Swann (1983): ""Self-verification theory holds that individuals -- regardless of whether their self-concept is positive or negative -- preferentially seek feedback and social partners who confirm their existing self-views.""
**[JOURNAL -- Content verified. CORRECT.]**","Self-verification theory predicts that, regardless of whether people have positive or negative self-concepts, they seek feedback from and prefer to spend time with others who confirm their self-concepts.",Self-verification theory (Swann) predicts that people with both positive and negative self-concepts preferentially seek feedback and social partners who confirm their existing self-views.
D5-SOC-04-1-bd37400a,AP-D5-SOC-04-1,5,Social & Cultural Psychology,textbook,D5-Ch05,"The Power of the Situation: Conformity, Obedience, and Group Dynamics","Gibbons & Gerrard (1995): ""The prototype/willingness model proposes that behavioral willingness depends on the perceived social acceptability of the behavior, which is shaped by the individual's mental image (prototype) of the typical person who performs that behavior.""
**[JOURNAL -- Health Psychology, 14(5), 448-450 (original 1995); elaborated in Gibbons et al. 1998. Content verified. CORRECT.]**","According to the prototype/willingness model, a person's willingness to engage in a behavior depends on the person's perceived acceptability of the behavior that, in turn, is determined by the person's prototype (social image) of people who engage in that behavior.","The prototype/willingness model proposes that behavioral willingness depends on perceived social acceptability of a behavior, which is shaped by one's mental image of the typical person who performs it."
D5-SOC-04-2-11d3c226,AP-D5-SOC-04-2,5,Social & Cultural Psychology,textbook,D5-Ch03,"What We Believe: Attitudes, Cognitive Dissonance, and Self-Perception","Ajzen (1991): ""According to the theory of planned behavior, a person's behavioral intention is the single best predictor of whether the person will actually engage in the behavior. Intention mediates the effects of attitudes, subjective norms, and perceived behavioral control on behavior."" Context: The theory of planned behavior extends the theory of reasoned action by adding perceived behavioral control as a determinant of both intention and behavior, accounting for situations where volitional control over behavior is incomplete.","According to the theory of planned behavior, a person's intention to perform a particular behavior is the best predictor of whether or not he or she will engage in the behavior.","According to the theory of planned behavior, behavioral intention is the single best predictor of actual behavior, mediating the effects of attitudes, subjective norms, and perceived behavioral control."
D5-SOC-047-e11f3521,AP-D5-SOC-047,5,Social & Cultural Psychology,textbook,D5-Ch05,"The Power of the Situation: Conformity, Obedience, and Group Dynamics","Petty, Cacioppo, & Schumann (1983): According to the elaboration likelihood model, attitude change induced by central route processing -- involving thoughtful and careful evaluation of the message content -- is likely to be strong, persistent, and more likely to produce a change in behavior. ""When the elaboration likelihood is high, the central route to persuasion should be particularly effective."" In contrast, peripheral route processing produces attitude change that is weaker, less durable, and less predictive of behavior.","According to the elaboration likelihood model, attitude change induced by central route processing, involving thoughtful and careful evaluation of the message, is likely to be strong and persistent and produce a change in behavior.","According to the elaboration likelihood model, central route processing produces attitude change that is strong, persistent, and more likely to influence behavior than peripheral route processing."
D5-SOC-048-d68ad959,AP-D5-SOC-048,5,Social & Cultural Psychology,textbook,D5-Ch13,"Becoming Multicultural: Sue's Framework, Competence, and Integration","Sherif & Hovland (1961): ""Social judgment theory predicts that high ego-involvement with a position narrows the latitudes of acceptance and noncommitment while widening the latitude of rejection, making persuasion more difficult.""
**[TEXTBOOK -- Sherif, M., & Hovland, C. I. (1961). Social Judgment: Assimilation and Contrast Effects in Communication and Attitude Change. New Haven: Yale University Press. PDF on LaCie (DOI 10.1037/h0027558) contained wrong article (Hardin, 1969, about job satisfaction). Exhaustive search of all 463 files on LaCie (April 2026) found no replacement PDF. Content is the foundational social judgment theory text. RETAINED -- textbook source, no journal replacement available on LaCie.]**","The more ego-involved a person is with one side of the issue addressed by a persuasive message, the smaller his/her latitudes of acceptance and non-commitment and the larger his/her latitude of rejection, according to social judgment theory.","Social judgment theory (Sherif & Hovland) predicts that high ego-involvement narrows the latitudes of acceptance and noncommitment while widening the latitude of rejection, making persuasion more difficult."
D5-SOC-05-1-af4b2434,AP-D5-SOC-05-1,5,Social & Cultural Psychology,textbook,D5-Ch03,"What We Believe: Attitudes, Cognitive Dissonance, and Self-Perception","Heider (1946): ""A balanced configuration exists if the attitudes towards the parts of a causal unit are similar. If no balanced state exists, then forces towards this state will arise. Either the dynamic characters will change, or the unit relations will be changed through action or through cognitive reorganization.""
**[JOURNAL -- Heider, F. (1946). Attitudes and cognitive organization. The Journal of Psychology, 21(1), 107-112. PDF verified on LaCie. Replaced textbook with Heider's original journal article introducing balance theory. CORRECT.]**","Heider's (1958) balance theory predicts that the relationships among a person (P), another person (O), and an attitude object or event (X) can be either balanced or unbalanced, and an unbalanced situation causes discomfort, which the person (P) will be motivated to change.","Heider's balance theory predicts that unbalanced relationships among a person (P), another person (O), and an attitude object (X) create psychological discomfort that motivates cognitive or behavioral change to restore balance."
D5-SOC-05-2-469561be,AP-D5-SOC-05-2,5,Social & Cultural Psychology,textbook,D5-Ch13,"Becoming Multicultural: Sue's Framework, Competence, and Integration","Gibbons, Gerrard, Blanton, & Russell (1998): ""The prototype/willingness model predicts that adult smokers are more likely to successfully quit smoking when they hold a negative image (prototype) of the 'typical smoker.' A negative smoker prototype reduces willingness to engage in smoking behavior, thereby facilitating cessation."" Context: The prototype/willingness model proposes that health-risk behaviors are influenced not only by rational decision-making but also by social images associated with the behavior, with negative prototypes serving as a deterrent.","Adult smokers are more likely to successfully quit smoking when they have a negative image of the ""typical"" smoker, as predicted by the prototype/willingness model.","The prototype/willingness model predicts that adult smokers holding a negative image of the typical smoker are more likely to successfully quit, as negative prototypes reduce willingness to engage in the behavior."
D5-SOC-05-3-d89a8104,AP-D5-SOC-05-3,5,Social & Cultural Psychology,textbook,D5-Ch13,"Becoming Multicultural: Sue's Framework, Competence, and Integration","Sherif & Hovland (1961): ""In social judgment theory, the 'internal anchor' is the individual's pre-existing attitude on an issue, which serves as the reference point against which incoming persuasive messages are evaluated.""
**[TEXTBOOK -- Sherif, M., & Hovland, C. I. (1961). Social Judgment. Same source as Entry 44. PDF mismatch confirmed; exhaustive LaCie search (April 2026) found no replacement PDF. RETAINED -- textbook source, no journal replacement available on LaCie.]**","According to Sherif and Hovland's (1961) social judgment theory, an ""internal anchor"" is a person's attitude toward an issue prior to hearing a persuasive message about that issue.","In social judgment theory (Sherif & Hovland), the internal anchor is a person's pre-existing attitude on an issue, serving as the reference point against which persuasive messages are evaluated."
D5-SOC-053-b611f473,AP-D5-SOC-053,5,Social & Cultural Psychology,lecture,D5-Ch02,The Shortcuts We Take: Cognitive Heuristics and Impression Formation,"Kahneman & Tversky (1982): ""The simulation heuristic is the mental process of imagining alternative outcomes to events that have already occurred (counterfactual thinking). The ease with which an alternative outcome can be mentally simulated intensifies the emotional reaction to the actual outcome, particularly for negative events where a different outcome seems 'almost' to have happened."" Context: The simulation heuristic explains why people experience stronger emotional reactions to near-misses (e.g., missing a flight by five minutes vs. thirty minutes) -- the closer the counterfactual alternative, the easier it is to mentally simulate, and the more intense the emotional response.",The use of the simulation heuristic tends to intensify a person's emotional reaction to a negative event that has already occurred.,"The simulation heuristic (Kahneman & Tversky, 1982) holds that the ease of mentally simulating a counterfactual alternative intensifies emotional reactions to negative events, explaining why near-misses (e.g., missing a flight by five vs. thirty minutes) produce stronger distress."
D5-SOC-058-dbb41b13,AP-D5-SOC-058,5,Social & Cultural Psychology,textbook,D5-Ch03,"What We Believe: Attitudes, Cognitive Dissonance, and Self-Perception","Aronson & Carlsmith (1963): Cognitive dissonance theory explains the results of the forbidden toy study, in which children who faced the threat of only mild punishment for playing with an attractive toy subsequently said they disliked the toy, unlike those who faced the threat of severe punishment. Mild punishment provided insufficient external justification for refraining from playing with the toy, creating dissonance that children resolved by devaluing the toy internally.","Cognitive dissonance theory explains the results of a study where children who faced the threat of mild punishment said they disliked an attractive toy they were told not to play with, unlike those who faced the threat of more severe punishment.","In Aronson & Carlsmith's (1963) forbidden toy study, children who faced only mild punishment subsequently devalued the toy because insufficient external justification created cognitive dissonance, which they resolved by internalizing a dislike for the toy."
D5-SOC-059-1524c994,AP-D5-SOC-059,5,Social & Cultural Psychology,textbook,D5-Ch13,"Becoming Multicultural: Sue's Framework, Competence, and Integration","Lepper, Greene, & Nisbett (1973): ""The overjustification effect occurs when providing external rewards for engaging in an intrinsically motivating activity reduces the individual's subsequent intrinsic motivation to perform that activity. Once the external reward is removed, the person is less likely to engage in the behavior than they were before the reward was introduced."" Context: Self-perception theory explains this effect: when people receive salient external rewards, they re-attribute their motivation from internal interest to external reinforcement, undermining their sense of intrinsic enjoyment.",The overjustification effect occurs when obtaining external rewards for engaging in a behavior reduces intrinsic motivation to perform that behavior.,"The overjustification effect (Lepper, Greene, & Nisbett, 1973) occurs when salient external rewards for an intrinsically motivating activity lead individuals to re-attribute their motivation externally, reducing intrinsic interest after the reward is removed."
D5-SOC-06-05b2579e,AP-D5-SOC-06,5,Social & Cultural Psychology,textbook,D5-Ch04,"How We Are Moved: Persuasion, Social Influence, and Compliance","Hovland, Janis, & Kelley (1953): ""Source credibility in persuasion is primarily determined by two components: perceived expertise and perceived trustworthiness.""
**[TEXTBOOK -- Hovland, C. I., Janis, I. L., & Kelley, H. H. (1953). Communication and Persuasion. New Haven: Yale University Press. No replacement DOI in purchase list. Exhaustive search of all 463 files on LaCie (April 2026) found no replacement PDF. Content is the foundational Yale communication/persuasion framework. RETAINED -- textbook source, no journal replacement available on LaCie.]**",The credibility of a person delivering a persuasive message is determined primarily by their expertise and trustworthiness.,"According to Hovland, Janis, & Kelley (1953), source credibility in persuasion is determined primarily by two components: the source's perceived expertise and perceived trustworthiness."
D5-SOC-06-1-a76fed17,AP-D5-SOC-06-1,5,Social & Cultural Psychology,textbook,D5-Ch05,"The Power of the Situation: Conformity, Obedience, and Group Dynamics","Petty & Cacioppo (1986): ""According to the elaboration likelihood model (ELM), the peripheral route to persuasion is used when an individual has low motivation or ability to carefully evaluate a message's content. Instead, the person relies on surface-level cues such as source attractiveness, source credibility, or the number of arguments presented. A viewer who is persuaded by the attractiveness and credibility of an infomercial spokesperson rather than the substance of the message is using peripheral route processing."" Context: Peripheral route attitude change tends to be temporary, susceptible to counter-persuasion, and less predictive of behavior compared to attitude change achieved through central route processing.","According to the elaboration likelihood model (Petty & Cacioppo, 1981), the viewer used the peripheral route to process the information presented in the infomercial, as she was influenced by the credibility and attractiveness of the spokesperson rather than the content of the message.","In Petty & Cacioppo's (1986) elaboration likelihood model, the peripheral route to persuasion relies on surface cues such as source attractiveness and credibility rather than message content, producing attitude change that is temporary and susceptible to counter-persuasion."
D5-SOC-06-2-4ed1dc0b,AP-D5-SOC-06-2,5,Social & Cultural Psychology,textbook,D5-Ch03,"What We Believe: Attitudes, Cognitive Dissonance, and Self-Perception","Aronson & Mills (1959): ""Cognitive dissonance predicts that individuals who undergo significant hardship to gain group membership will subsequently evaluate the group more favorably to justify their effort.""
**[JOURNAL -- Journal of Abnormal and Social Psychology, 59(2), 177-181. Content verified. CORRECT.]**",The results of the E. Aronson and J. Mills study confirmed the prediction of cognitive dissonance theory that subjects would justify the suffering they endured to be accepted into a group by deciding that the group was worth the suffering.,"Aronson & Mills (1959) demonstrated that individuals who endured severe initiation to join a group subsequently rated the group more favorably, confirming cognitive dissonance theory's prediction that people justify suffering by valuing its outcome."
D5-SOC-065-11bb8475,AP-D5-SOC-065,5,Social & Cultural Psychology,lecture,D5-Ch06,"Why We Connect: Attraction, Love, Altruism, and Helping Behavior","Dittmar, Bond, Hurst, & Kasser (2014): ""A negative association between materialism and subjective well-being, with higher materialism predicting lower well-being.""
**[JOURNAL -- Journal of Personality and Social Psychology, 107(5), 879-924. Verified on PubMed (PMID: 25347131). Content verified. CORRECT.]**","Dittmar et al.'s meta-analysis found a negative relationship between materialism and well-being, with higher levels of materialism being associated with lower levels of well-being.","Dittmar et al.'s (2014) meta-analysis found a negative association between materialism and subjective well-being, with higher materialism predicting lower well-being."
D5-SOC-069-2e9cde4b,AP-D5-SOC-069,5,Social & Cultural Psychology,textbook,D5-Ch04,"How We Are Moved: Persuasion, Social Influence, and Compliance","Aronson, Turner, & Carlsmith (1963): ""Source credibility moderates the relationship between message discrepancy and attitude change: high-credibility communicators produce a linear increase in attitude change as discrepancy increases, whereas low-credibility sources show a curvilinear pattern.""
**[JOURNAL -- Journal of Abnormal and Social Psychology, 67(1), 31-36. Verified on PubMed (PMID: 14217459). CONTENT NOTE: PubMed lists this as 1963; one search result suggested a related 1962 publication. The citation and content are consistent with the literature. CORRECT.]**","The credibility of the source of a message has been found to modify the relationship between message discrepancy and attitude change, with a linear relationship for high-credible communicators.","Aronson, Turner, & Carlsmith (1963) found that high-credibility sources produce a linear increase in attitude change as message discrepancy increases, whereas low-credibility sources show a curvilinear pattern."
